名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
衡水学院十三中二中衡中英才简约清新风,"
                房间阳面，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光很好。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张2米，2米的大圆床，被褥均有，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2018年新装修，干净卫生，床铺一客一换。
此套公寓位于市中心繁华的市政府周边地区，高端小区内。紧邻衡水学院，可无遮挡的俯瞰衡水西边全貌，前进大街高架桥风景。
            ",100%,40 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,42平米,提供,衡水-桃城区-和平路与前进街交叉口北100米-蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲']","衡水学院周边/十三中/十四中/五中/二中/衡中/至zhen中学不远，超市菜市场饭店都有。
此套公寓位于市中心繁华的市政府周边地区，高端小区内。紧邻衡水学院，可无遮挡的俯瞰衡水西边全貌，前进大街高架桥风景。",,0,,198,,100.0%,100.0%,96.7%,14,4.643
#衡中/十三中/二中/五中/英才学校#清新ins近商圈,"
                房间阳面，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光很好。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
一张1.8米，2米的大床，被褥均有，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2021年新装修，干净卫生，床铺一客一换。

            ",100%,26 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,53平米,提供,衡水-桃城区-前进街公铁立交桥-蓝波湾衡水不期而遇公寓,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器']",,房间位于前进街与和平路交叉口路北，交通便利。乘坐公交21路，12路，23路，7路，16路公交车便可抵达,0,,160,,100.0%,100.0%,96.7%,14,4.643
蓝波湾一米阳光民宿,"
                市区多套豪华日租，地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,衡水-桃城区-前进街和平路口-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '灭火器']",位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。,,0,,106,,100.0%,100.0%,100.0%,7,5.0
地中海风情屋,"
                地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等。

物业管理安全有序,24小时保安巡视,让您住的安全放心。小区周边设施齐全全,餐饮设施有重庆鸡公煲，黄焖鸡米饭，康师傅排骨面馆，李记餐厅，农业银行等,医疗服务有衡水第四医院。
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,衡水-桃城区-前进街和平路口-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂', '灭火器']","位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。

物业管理安全有序,24小时保安巡视,让您住的安全放心。小区周边设施齐全全,餐饮设施有重庆鸡公煲，黄焖鸡米饭，康师傅排骨面馆，李记餐厅，农业银行等,医疗服务有衡水第四医院。",,0,,110,,100.0%,100.0%,100.0%,7,5.0
蓝波湾简约一居公寓,"
                市区多套豪华日租，地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,42平米,提供,衡水-桃城区-前进街和平路口-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂', '灭火器']",位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。,,0,,104,,100.0%,100.0%,100.0%,7,5.0
蓝波湾一米阳光精品两床房,"
                市区多套豪华日租，地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等9
            ",100%,24 晚,普通公寓,2室1厅,整租,"双人床
圆床",2张,4人,1,60平米,提供,衡水-桃城区-前进街和平路口-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂', '灭火器']","位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。
位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。",,0,,163,,100.0%,100.0%,100.0%,7,5.0
蓝波湾一米阳光欧式大床,"
                欧式田园小清新风格的装修,配备舒适的大床和床垫,相信您一定会舒舒服服的睡个好觉!除此之外卧室还有空调、衣柜、挂墙液晶电视、免费百兆wif、以及独立的卫生间哦哦(24小时热水是妥妥的)！
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,衡水-桃城区-前进街和平路口-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '灭火器']",位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。,,0,,100,,100.0%,100.0%,100.0%,7,5.0
蓝波湾小清新青春公寓,"
                市区多套豪华日租，地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等
            ",100%,20 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,39平米,提供,衡水-桃城区-前进北大街-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂', '灭火器']",位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，餐饮娱乐可选择种类多。,,0,,115,,100.0%,100.0%,100.0%,7,5.0
蓝波湾  精品公寓,"
                地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等。

物业管理安全有序,24小时保安巡视,让您住的安全放心。小区周边设施齐全全,餐饮设施有重庆鸡公煲，黄焖鸡米饭，康师傅排骨面馆，李记餐厅，农业银行等,医疗服务有衡水第四医院。
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,45平米,提供,衡水-桃城区-前进街和平路口-恒丰·蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂', '灭火器']","位于前进大街和平交叉口东北角，衡水学院西邻。购物停车方便，地理位置优越，环境优雅，安全卫生，电梯直达，电视，空调，暖气，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等。

物业管理安全有序,24小时保安巡视,让您住的安全放心。小区周边设施齐全全,餐饮设施有重庆鸡公煲，黄焖鸡米饭，康师傅排骨面馆，李记餐厅，农业银行等,医疗服务有衡水第四医院。",,0,,115,,100.0%,100.0%,100.0%,7,5.0
近衡中十四中二院三院,"
                交通便利，周边配套设施齐全
            ",100%,18 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,30平米,提供,衡水-桃城区-永兴东路-兴农嘉园,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",,,0,,158,,100.0%,100.0%,80.0%,1,5.0
蓝波湾日租公寓,"
                屋内设施，双人床，沙发，茶几，空调，热水器，冰箱，衣架，热水壶，水杯，吹风机，毛巾浴巾
            ",100%,22 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,40平米,提供,衡水-桃城区-和平路前进街-蓝波湾,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",和平路前进街，恒丰蓝波湾，衡水学院附近，紧邻高铁站，周围有超市医院,,0,,350,,100.0%,100.0%,100.0%,1,5.0
（豪华复式跃层洋房loft）衡水学院周边/十三中/十四中/五中/二中/衡中不远， 超市菜市场饭店都有,"
                房主是一个热情好客的姑娘，装修是田园风格，2018年新装修，配备舒适的大床和床垫，相信您一定会舒舒服服睡个好觉，卧室有空调，衣柜，电视，免费200兆wifi，以及独立的卫生间哦（24小时热水是妥妥的），如果您想做饭，只要加50元使用费，厨房可以提供给您，满足主妇的一切想象。附近饭店，商场，超市一应俱全。
            ",100%,48 晚,小区住宅,2室0厅,整租,"双人床
其他",3张,6人,1,58平米,提供,衡水-桃城区-和平路与前进大街交叉口前进北大街88号-衡水不期而遇精品主题公寓,衡水,桃城区,"['无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '电饭煲']",楼宇内安装有进口大品牌电梯，楼道干净整洁，同时小区内绿树环抱，清新怡人，小区属于社区豪华洋房，与公寓式小区有很大区别，在这里隐私性更强，人群都是高素质富有人才，不用担心大都市的吵闹，安静的只有风吹树叶声。物业管理安全有序，24小时保安巡视，行人出入需刷卡门禁，让您住的安全放心。小区周边设施齐全，公交可直达，衡水学院周边大量小吃，距离衡水市各大高中都不远，金融机构有建设银行、中国银行等。,,0,,188,,100.0%,100.0%,96.7%,14,4.643
衡水学院二中/十三中/五中英才学校武邑,"
                两张大床，，一张沙发，还有一张办公桌，一把椅子。
房间阳面，总面积超过58平米，**装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极佳。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。
两张1米8，2米的大床，一张单人沙发，热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2017年新装修，干净卫生，床铺一客一换。
            ",100%,42 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,52平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '灭火器']",衡水学院大学校区，临近高铁北站，紧邻信誉楼，万德福超市，停车方便，7路，12路，16路，21路，23路，直达衡水火车站，出租车很多，交通特别方便！,,0,,150,,100.0%,100.0%,96.7%,14,4.643
衡水学院附近八号公寓近大学近医院田园风复式loft可住四人/十三中/二中五中/十四中,"
                高档小区，有电梯，隐私性强，2017年新装修，专门除过甲醛，适合老人孩子
两间卧室一张1米8*2米的大床，一张1.8*2米的床垫，可以入住4人，24小时热水，一次性用品一应俱全，干净卫生，床铺一客一换。

            ",100%,28 晚,普通公寓,2室1厅,整租,"双人床
地上床垫",2张,4人,1,58平米,提供,衡水-桃城区-和平西路1555号-幸福里小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '泳池', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲']","衡水学院大学校区，临近高铁北站，紧邻信誉楼，万德福超市，停车方便，7路，12路，16路，21路，23路，直达衡水火车站，出租车很多，交通特别方便！
楼宇内安装有进口大品牌电梯，楼道干净整洁，同时小区内绿树环抱，清新怡人，小区属于高档社区豪华洋房，与公寓式小区有很大区别，在这里隐私性更强，人群都是高素质富有人才，不用担心大都市的吵闹，安静的只有风吹树叶声。物业管理安全有序，24小时保安巡视，行人出入需刷卡门禁，让您住的安全放心。小区周边设施齐全，公交可直达，衡水学院周边大量小吃，距离衡水市各大高中都不远，金融机构有建设银行、中国银行等。",,0,,188,,100.0%,100.0%,96.7%,14,4.643
地中海风格临近衡水学院/二中/十三中/十四中/五中英才学校衡水市四院,"
                一室一厅一厨一卫，厨房卫生间都是独立的，适合一家人。房间阳面，总面积52平米，新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光极好。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，淋浴全天24小时热水。
热水器，净水机，纯净水，卫浴，一次性用品一应俱全，新装修，干净卫生，床铺一客一换。




            ",100%,30 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,52平米,提供,衡水-桃城区-和平西路前进街交叉口-恒丰蓝波湾,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '燃气灶']",衡水学院大学校区，临近高铁北站，紧邻信誉楼，万德福超市，停车方便，7路，12路，16路，21路，23路，直达衡水火车站，出租车很多，交通特别方便！,,0,,147,,100.0%,100.0%,96.7%,14,4.643
可住2人/近二中/信发/百货大楼/长租可优惠——三茶（从前慢）,"
                本套房屋位于衡水市人民路自强街口，距离衡水站仅为1.8公里，房源为3楼，入住方便。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，WIFI、24小时热水。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,36 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-人民路与自强街交叉口西南角-文化局家属院,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '沙发', '茶几', '挂烫机', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '灭火器']",房子周边设施齐全，距离衡水百货大楼900米，方便您的购物；距离哈励逊国际和平医院1.1公里。周边各种设施齐全，能够满足您的各种需求。,,0,,269,,100.0%,100.0%,100.0%,9,5.0
可住2人/近二中/信发/百货大楼/长租可优惠——三茶（岁月童话）,"
                本套房屋位于衡水市人民路自强街口，距离衡水站仅为1.8公里，房源为3楼，入住方便。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，WIFI、24小时热水。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,36 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-人民路与胜利路交叉口西南角-文化局家属院,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '灭火器']",房子周边设施齐全，距离衡水百货大楼900米，方便您的购物；距离哈励逊国际和平医院1.1公里。周边各种设施齐全，能够满足您的各种需求。,,0,,269,,100.0%,100.0%,100.0%,9,5.0
可住2人/近二中/七中/十三中/长租可优惠——三茶（世间美好）,"
                本套房屋位于衡水市人民路自强街口，距离衡水站仅为1.8公里，房源为3楼，入住方便。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，WIFI、24小时热水。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。
            ",100%,30 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-人民路与自强街交叉口-文化局家属院,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '灭火器']",房子周边设施齐全，距离衡水百货大楼900米，方便您的购物；距离哈励逊国际和平医院1.1公里。周边各种设施齐全，能够满足您的各种需求。,,0,,289,,100.0%,100.0%,100.0%,9,5.0
可住6人/近七中/十三中/二中/——三茶民宿,"
                本套房屋位于衡水市人民路自强街街口，距离衡水站仅为1.8公里，房源为3楼，入住方便。屋内为您准备了海尔冰箱、滚筒洗衣机，厨房为您准备燃气灶、电磁炉以及各种炊具，WIFI，24小时热水，洗漱用品一应俱全。如果有女生不方便，我们还贴心的为您准备了月经垫。住在这里会给您一种亲切感，因为这里就是家。









.
            ",100%,36 晚,小区住宅,3室1厅,整租,"双人床
双人床",3张,6人,1,100平米,提供,衡水-桃城区-人民路与自强街交叉口西南角-文化局家属院,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '餐具炊具', '电吹风', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '灭火器']",距离衡水百货大楼900米，方便您的购物；距离哈励逊国际和平医院1.1公里。周边各种设施齐全，能够满足您的各种需求。,,0,,888,,100.0%,100.0%,100.0%,9,5.0
近二中近车站近怡然城  三人间  可做饭,"
                我是一个开朗热情的人，喜欢结交好朋友，相聚就是缘分，希望我们能成为朋友。房子简约装修，独立卧室，独立厨房，独立卫生间，图片真实，没有做美颜处理，冬有地暖，夏有空调，给您一个舒适温馨的环境，纯棉床品一客一换，液晶电视，无线网，全自动洗衣机，一次性洁具，纯净水，欢迎来体验呦
            ",100%,18 晚,小区住宅,1室1厅,整租,"双人床
单人床",2张,3人,1,62平米,提供,衡水-桃城区-大庆西路-颐和家园北区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '允许抽烟', '接待儿童2到12岁', '浴缸', '洗浴用品', '牙具']",,门口就是公交站牌，8路，10路，20路，26路出行方便，都经过怡然城，爱特，车站,0,,127,,100.0%,100.0%,100.0%,6,5.0
近怡然城近车站二中  小两居可做饭 特惠,"
                您将结识一个热情，开朗，爱分享的我，相识就是缘分，欢迎来体验我家的小屋简约的装修，小巧的户型，小两居方便居住，独立厨房，独立卫生间，全自动洗衣机，冬有地暖，夏有空调，24小时热水，可做饭洗澡，无线上网，手机充电器一应俱全，欢迎体验
            ",100%,18 晚,小区住宅,2室1厅,整租,"双人床
单人床",2张,3人,1,62平米,提供,衡水-桃城区-大庆西路-颐和家园北区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '空调', '洗衣机', '全天热水', '毛巾', '拖鞋', '电梯', '允许抽烟', '接待儿童2到12岁', '浴缸', '洗浴用品', '牙具']",,本小区位于大庆路中心街交叉口西行50米路南，位置优越出行方便，门口有公交站牌8，10，20，26路，都路经怡然城，爱特，火车站，二中，为您出行提供方便。,0,,135,,100.0%,100.0%,100.0%,6,5.0
怡然城商圈 近车站二中 精品3人房  可做饭,"
                您将结识一个热情好客的我，相信相聚是缘分，感谢上帝让您浏览到我的房源，欢迎您的到来，希望我的房子带给您温馨安宁，也希望您的出行顺利，心想事成。一室一厅套房，干净整洁，温馨舒适，大床为棕垫床，小床席梦思床，沙发也可以加人住，满足人多时需要，液晶电视，空调，洗衣机，热水器，地暖，让您出门也感受家的温暖。
            ",100%,20 晚,小区住宅,1室1厅,整租,"双人床
单人床",2张,3人,1,70平米,提供,衡水-桃城区-榕花北大街-怡然城后身天鸿商都东门,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '接待儿童2到12岁', '浴缸', '洗浴用品', '牙具']",,交通便利，怡然城后身位置优越，8，10，20，22，26路公交必经之地，都中转车站，出租车也十分方便,0,,143,,100.0%,100.0%,100.0%,6,5.0
怡然城后身近车站二中  超实用套房  可做饭,"
                您将结识一个热情好客的我，相信相聚是缘分，感谢上帝让您浏览到我的房源，欢迎您的到来，希望我的房子带给您温馨安宁，也希望您的出行顺利，心想事成。房子宽敞明亮，南北通透，大床小床搭配，给您居住提供方便，冬天地暖夏天空调，适合老人的电风扇，纯棉床品，四季棉被，电视，洗衣机，冰箱，燃气可做饭，洗澡，上网，出门也让您感受家的感觉。
            ",100%,20 晚,小区住宅,1室1厅,整租,"双人床
单人床",3张,4人,1,85平米,提供,衡水-桃城区-榕花北大街-怡然城后身天鸿商都东门,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '允许抽烟', '接待儿童2到12岁', '浴缸', '洗浴用品', '牙具']",,交通便利，四通八达，出门就是怡然城购物，大型休闲娱乐场所满足您吃喝玩乐休闲购物，8，10，20，22，26路公交都在此经过，都中转车站，交通极其方便。,0,,198,,100.0%,100.0%,100.0%,6,5.0
怡然城商圈  近二中车站  温馨大床房可做饭,"
                房子位于大庆路中心街交叉口西南角，离怡然城购物广场一个红绿灯的距离，小区门口有公交站牌，小区内方便停车，房子独立卫生间，独立厨房，可做饭洗澡，适合出差旅游或者家长陪读，温馨干净期望您的体验小清新风格装修，舒适大床和床垫，相信您一定会舒舒服服的睡个好觉，柜机空调清凉一夏，天然气，地暖必备，液晶电视，无线网络，可做饭洗澡，厨具调料可以让您大展厨艺。
            ",100%,18 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,62平米,提供,衡水-桃城区-大庆西路-颐和家园北区19号楼,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '浴缸', '洗浴用品', '牙具']",,出门就是公交站牌，8路，10路，22路，26路，中转站都经过车站，怡然城，门口还有超市，药店，银行配套齐全，方便您的生活。,0,,103,,100.0%,100.0%,100.0%,6,5.0
近二中 近车站 近高速 近怡然城 三人间可做饭,"
                房子位于怡然城后身，院内好停车，房子独立卧室，独立客厅，两个空调，三人间适合一家三口，加客可住沙发非常舒适，房子是电梯20楼，天然气地暖，纯棉床品一客一换，欢迎下单体验，包您满意。
            ",100%,40 晚,小区住宅,2室1厅,整租,"双人床
单人床",2张,3人,1,70平米,提供,衡水-桃城区-榕花北大街大庆路交叉口西北角-天鸿商都,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '灭火器', '花园']",,,2, 干净卫生，生活方便，离学校近+ 干净卫生，离二中近，近怡然城，生活方便,178,5.0,100.0%,100.0%,100.0%,6,5.0
【自营】衡水日租房联盟五院店,"
                该房源位于衡水市前进大街与永兴路交叉口北有衡百国际，南边有集美家居，东面游潇河广场仅五中，13中，14中等名校.距离高铁站仅有三分钟路程，小区内设施齐全，环境优美，房间内干净卫生，保证一客一换
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,48平米,提供,衡水-桃城区-永兴西路,衡水,桃城区,"['无线WIFI', '淋浴', '空调', '洗衣机', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂']",,,0,,128,,100.0%,100.0%,100.0%,9,5.0
