名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
距南站100米,"
                距南站直线距离不到100米
            ",100%,16 晚,小区住宅,4室1厅,单间,双人床,1张,2人,3,15平米,提供,天津-西青区-枫雅道-竹溪园,天津,西青区,"['宽带上网', '无线WIFI', '淋浴', '暖气', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器', '花园']",,南站,0,,118,,100.0%,100.0%,100.0%,4,1.25
花道<肿瘤医院/双地铁/奥城/464医院/天塔/天大南大/水上公园/动物园/体院北/奥城>,"
                出门就是肿瘤医院，旁边就是菜市场，步行6分钟到达地铁站，离奥城步行15分，去水上公园动物园开车7分钟，交通便利，购物便捷！
            ",100%,16 晚,小区住宅,1室0厅,整租,双人床,3张,6人,1,85平米,提供,天津-河西区-天塔街-蔚蓝轩,天津,河西区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '茶几', '挂烫机', '加湿器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '桌面游戏', '游戏机', '音响设备']",周边有双地铁，麦当劳肯德基，菜市场，水上公园动物园有各种动植物可以欣赏，跳舞蹦迪，唱歌卡啦！,,0,,222,,100.0%,100.0%,89.7%,15,5.0
金玉园近汽车站火车站劝宝购物广场两室一厅,"
                中式精装家电齐全是您临时休息朋友小聚的好去处
            ",100%,16 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,76平米,提供,天津-宝坻区-南三路-金玉五园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器']",,,0,,198,,100.0%,70.0%,89.1%,7,4.857
精装全配套 三居次卧 近地铁 拎包入住 可月租 长租限女生,"
                 1
            ",100%,16 晚,小区住宅,3室1厅,单间,双人床,1张,2人,1,18平米,提供,天津-东丽区-万新街-汇莲美苑,天津,东丽区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '加湿器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器', '花园']",,,0,,180,,100.0%,100.0%,100.0%,4,5.0
精装全配套 三居主卧 近地铁 拎包入住 可月租 长租限女生,"
                 1
            ",100%,16 晚,小区住宅,3室1厅,单间,双人床,1张,2人,1,20平米,提供,天津-东丽区-万新街-汇莲美苑,天津,东丽区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '加湿器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器', '花园']",,,0,,200,,100.0%,100.0%,100.0%,4,5.0
精装全配套 三居次卧 近地铁 拎包入住 可月租 长租限女生,"
                 1
            ",100%,16 晚,小区住宅,3室1厅,单间,单人床,1张,1人,1,15平米,提供,天津-东丽区-万新街-汇莲美苑,天津,东丽区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '挂烫机', '加湿器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备']",,,0,,150,,100.0%,100.0%,100.0%,4,5.0
巨幕高清投影大床房 临近佛罗伦萨小镇 创意米兰 武清万达 武清高铁站 可长租,"
                 双人床，投影，独立卫生间公寓
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,44平米,提供,天津-武清区-杨村街道-碧桂园大都会,天津,武清区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '灭火器']",菜市场佛罗伦萨小镇创意米兰天狮学院,,0,,168,,100.0%,100.0%,100.0%,4,2.5
ins巨幕高清投影大床房，临近佛罗伦萨小镇 创意米兰 武清高铁站,"
                 双人床，投影，独立卫生间公寓
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,44平米,提供,天津-武清区-杨村街道-碧桂园大都会,天津,武清区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '灭火器']",菜市场佛罗伦萨小镇创意米兰天狮学院,,0,,168,,100.0%,100.0%,100.0%,4,2.5
整套洋房，近水里汤泉，欢乐谷，东湖公园，暖居洋房106平米，隐私性好，亲子三室,"
                房子位于东丽湖万科城，大三居精装洋房，三室两厅一厨一卫，采光很好，安静，距离水里汤泉，恒大酒店，欢乐谷，东湖公园，愤怒的小鸟公园，。  提供洗漱用品，牙刷牙膏，毛巾浴巾，热水，洗浴，疫情期间，无接触入住
            ",100%,23 晚,小区住宅,3室2厅,整租,"双人床
单人床",3张,5人,1,105平米,提供,天津-东丽区-东丽湖万科城-邻水苑,天津,东丽区,"['淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '保安', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '挂烫机', '洗浴用品', '牙具', '香皂', '燃气灶', '电磁炉', '观景露台']",近东丽湖恒大酒店，水里汤泉，欢乐谷，东湖公园，北大附中，愤怒的小鸟公园,,0,,266,,100.0%,100.0%,80.0%,1,5.0
大学城旁 高端聚会轰趴别墅 性价比超高,"
                独立卫生间。  可容纳十几人同时入住。有台球 电脑 影院等 供您使用。   位置便捷
            ",100%,16 晚,联排别墅,4室2厅,整租,"双人床
双层床",7张,14人,3,600平米,提供,天津-津南区-昆兰苑-,天津,津南区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '热水壶', '保安', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '香皂', '洗涤用品', '燃气灶', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备']",离天津大学 南开大学很近。  还有海河教育园区。 市区直达十分方便,昆兰苑公交站,0,,1200,,100.0%,100.0%,100.0%,2,5.0
【知慕空间】近商圈近医院地铁站私人影院/投影设备落地窗，豪华双层LOFT可住四人,"
                 【知慕空间】近商圈近医院地铁站私人影院/投影设备落地窗，豪华双层LOFT可住四人
            ",100%,30 晚,Loft公寓,1室2厅,整租,"双人床
双人床",2张,4人,1,57平米,提供,天津-南开区-红旗路与中南道交叉口-融创中心,天津,南开区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '落地窗', '沙发', '洗浴用品', '牙具', '刀具菜板', '燃气灶', '电磁炉', '微波炉', '卡拉OK', '投影设备', '灭火器']",,,0,,479,,100.0%,100.0%,80.0%,5,5.0
【知慕空间】近地铁，水上天塔，异域摩洛哥沙发观影房,"
                【知慕空间】自助入住，近地铁，水上天塔，异域摩洛哥沙发观影房
            ",100%,31 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,47平米,提供,天津-南开区-红旗路与中南道交叉口-融创中心,天津,南开区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '落地窗', '沙发', '洗浴用品', '牙具', '刀具菜板', '燃气灶', '电磁炉', '微波炉', '卡拉OK', '投影设备', '灭火器']",,,0,,319,,100.0%,100.0%,80.0%,5,5.0
【知慕空间】近地铁商圈近天南大，温馨私享小屋影院,"
                【知慕空间】自助入住，近商圈近天南大、温馨私享小屋影院
            ",100%,30 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,45平米,提供,天津-南开区-红旗路与中南道交叉口-融创中心,天津,南开区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '落地窗', '沙发', '洗浴用品', '牙具', '刀具菜板', '燃气灶', '电磁炉', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,319,,100.0%,100.0%,80.0%,5,5.0
【知慕空间】近百脑汇天南大，水上公园温馨私享私人影院/投影设备，高层观景房,"
                【知慕空间】近百脑汇天南大、水上公园温馨私享私人影院/投影设备，高层观景房
            ",100%,30 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,47平米,提供,天津-南开区-红旗路与中南道交叉口-融创中心,天津,南开区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '落地窗', '沙发', '洗浴用品', '牙具', '刀具菜板', '燃气灶', '电磁炉', '微波炉', '卡拉OK', '投影设备']",,,0,,319,,100.0%,100.0%,80.0%,5,5.0
【知慕空间】近天南大，水上天塔私人影院/投影设备落地窗，民国复古房,"
                1
            ",100%,30 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,51平米,提供,天津-南开区-红旗路与中南道交叉口-融创中心,天津,南开区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '落地窗', '沙发', '洗浴用品', '牙具', '刀具菜板', '燃气灶', '电磁炉', '微波炉', '卡拉OK', '投影设备']",,,0,,319,,100.0%,100.0%,80.0%,5,5.0
温馨民宿/自助入住/大床房/津京冀中心/万达广场/安全私密/干净整洁,"
                【位置】我家靠近万达广场、紧邻开发区，杨村一中学、天津英华国际学校、天鹅湖度假村
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,42 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,40平米,提供,天津-武清区-武清开发区福源道北侧麒麟商业中心-麒麟商业中心,天津,武清区,"['淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '电磁炉', '灭火器']",万达广场，天鹅湖度假村，开发区，距高铁10分钟车程，交通便利,福源道与翠亨路交口，万达广场西800米,0,,128,,100.0%,100.0%,100.0%,1,5.0
西青大寺玛歌庄园 独栋别墅 有500平米室外小院,"
                独立卫生间。  可容纳十几人同时入住。有台球 电脑 影院等 供您使用。 还有580平院子 可以露天烧烤 室外活动
            ",100%,18 晚,独栋别墅,3室2厅,整租,"双人床
双人床
单人床
单人床",9张,13人,3,1000平米,提供,天津-西青区-玛歌庄园-玛歌庄园,天津,西青区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '热水壶', '保安', '餐具炊具', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '加湿器', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '花园', '观景露台']",人人了 蜂王古庙,6号线到梅江会展中心。打车或公交到玛歌庄园,0,,2300,,100.0%,100.0%,100.0%,2,5.0
[不舍?外国语学院]民园体育场/五大道/马场道/小白楼超值情侣投影巨幕景观房,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近滨江道步行街、五大道风情旅游区、小白楼地铁站、营口道地铁站、南开大学
【户型功能】我家是温馨1居（1室1厅1卫0厨房），房源有1张双人床、1张沙发床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,16 晚,小区住宅,1室1厅,整租,"双人床
沙发床",2张,2人,1,40平米,提供,天津-和平区-马场道-照耀里文明小区,天津,和平区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '桌面游戏', '音响设备', '灭火器']","【房屋亮点】
装修简约精美欧式风，坐落于五大道风景区内，
紧邻天津站，旁边即是海河河畔，意大利风情街，饱览中西文化
专业保洁清扫,品质床品,让您住的安心;
房屋只能入住，安全有保障
专业入住指引,全程自助,给您安静的享受。
【户型】表达巨幕观影，飘窗俯瞰天津夜景，童趣十足；房东亲自设计装修；家具由房东亲自挑选；专业设计师设计。
【屋内设施】：房间内免费使用WIFI，24小时热水，洗衣机，液晶电视，空调设备，洗浴用品毛巾，浴巾，洗发液，沐浴液，一次性洗漱用品如牙膏牙刷，电吹风，厨房设施齐全，花园美菜览夜景。 
【小区配套设施】：24小时保安，智能门锁，让您的入住更加方便快捷。
五大道景区内，紧邻民园体育场，出门就是景区，独门独院，交通方便。",,0,,220,,100.0%,100.0%,100.0%,6,5.0
有独立卫生间1间,"
                距南站直线距离不到100米
            ",100%,16 晚,小区住宅,4室1厅,单间,双人床,1张,2人,1,15平米,提供,天津-西青区-枫雅道-竹溪园,天津,西青区,"['宽带上网', '无线WIFI', '淋浴', '暖气', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器', '花园']",,南站,0,,158,,100.0%,100.0%,100.0%,4,1.25
近周大福商务中心现代简约大床房,"
                近周大福商务中心现代简约大床房，配备设施齐全
            ",100%,18 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,70平米,提供,天津-滨海新区-黄海路-银珠,天津,滨海新区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '电磁炉', '微波炉', '灭火器', '花园']",,,0,,248,,100.0%,100.0%,100.0%,3,5.0
北欧现代风大床房,"
                北欧现代风，办公桌办公椅配备齐全，液晶电视，布艺沙发柔软舒适，三米大窗视野开阔，有浴缸可泡澡，卫生间干湿分离可淋浴，24小时热水妥妥的
            ",100%,18 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,68平米,提供,天津-滨海新区-黄海路-银珠,天津,滨海新区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '浴缸', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器', '花园']",附近有超市，大型商场，体育场，公园，医院，餐厅，肯德基，酒吧，干洗店，生活便利,临近公交站地铁站,0,,248,,100.0%,100.0%,100.0%,3,5.0
网红ins轻奢风大床房,"
                网红ins轻奢风，空间大，三米大窗视野开阔，同时具备大床，浴缸淋浴，洗手间干湿分离，24小时热水，免费瓶装水，管家式贴心服务
            ",100%,18 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,76平米,提供,天津-滨海新区-黄海路-银珠,天津,滨海新区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '浴缸', '新风系统', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器', '花园']",附近有超市，大型商场，餐厅，酒吧，医院，体育场，公园,出门紧邻公交站点，地铁站一公里,0,,248,,100.0%,100.0%,100.0%,3,5.0
天津独栋别墅私人聚会轰趴,"
                 近商圈近医院整套大宅别墅
            ",100%,16 晚,独栋别墅,4室2厅,整租,"双人床
榻榻米
双层床
双层床",10张,20人,3,800平米,提供,天津-西青区-大寺镇-玛歌庄园,天津,西青区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '保安', '餐具炊具', '电吹风', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '燃气灶', '电磁炉', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,2680,,100.0%,100.0%,100.0%,1,5.0
精品家庭房,"
                安遇民宿

乡村田园小清新风格装修，配备舒适的大床和床垫，相信您一定会舒舒服服的睡个好觉。除此之外卧室还有空调，衣柜，挂墙液晶电视  免费千兆wifi
以及独立的卫生间哦（24小时热水是妥妥的） 地暖开放 屋子里温度可以达到舒适感 

除了居住之外，您可以体验家庭ktv  麻将桌  乒乓球 游戏机等娱乐设施  院子里还可以一大堆朋友烧烤，那该是多么愉悦的周末生活啊

民宿位于天津市蓟州区下营镇大平安村交通十分方便 驾车5-20分钟就可以到达各个景区 。黄崖关长城  九山顶  车神架  吉姆乐园  拖拉机农场等
            ",100%,24 晚,客栈民宿,2室0厅,单间,双人床,1张,2人,1,25平米,提供,天津-蓟州区-下营镇大平安村,天津,蓟州区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '观景露台']",,,0,,598,,100.0%,100.0%,100.0%,2,5.0
精品大床房,"
                安遇民宿

乡村田园小清新风格装修，配备舒适的大床和床垫，相信您一定会舒舒服服的睡个好觉。除此之外卧室还有空调，衣柜，挂墙液晶电视  免费千兆wifi
以及独立的卫生间哦（24小时热水是妥妥的） 地暖开放 屋子里温度可以达到舒适感 

除了居住之外，您可以体验家庭ktv  麻将桌  乒乓球 游戏机等娱乐设施  院子里还可以一大堆朋友烧烤，那该是多么愉悦的周末生活啊

民宿位于天津市蓟州区下营镇大平安村交通十分方便 驾车5-20分钟就可以到达各个景区 。黄崖关长城  九山顶  车神架  吉姆乐园  拖拉机农场等
            ",100%,24 晚,客栈民宿,9室1厅,单间,双人床,1张,2人,1,20平米,提供,天津-蓟州区-下营镇大平安村,天津,蓟州区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,259,,100.0%,100.0%,100.0%,2,5.0
布鲁影音大床房 当贝投影仪 近高铁站/海洋馆/朱莉亚音乐学院,"
                房间以克莱因蓝为设计元素打造，通透明亮的房间搭配蓝色软装，亮眼又不显浮夸，同时提供了当贝投影仪、宜家舒适床垫、破晓灯、网红推车衣架等，力图带给您**的入住体验。
            ",100%,22 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,天津-滨海新区-中心商务区-中惠熙元广场,天津,滨海新区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '洗浴用品', '牙具', '香皂', '投影设备', '灭火器']",,,0,,218,,100.0%,100.0%,100.0%,4,5.0
近一中，车站，可以做饭，免费停车位，电梯新小区,"
                北欧风装修，地理位置距离一中，大型购物广场，车站，商业街都很近
            ",100%,36 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,60平米,提供,天津-宝坻区-天津市宝坻区津围公路31号-新瑞花园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '灭火器', '花园']",,,0,,136,,100.0%,100.0%,80.0%,9,5.0
子迪民宿/童心/独立2室/免费游戏机/投影仪/沙发床/古文化街/海河/天津之眼,"
                2居室，独立空间，免费游戏机/智能密码门锁  
房子为独立的整套公寓，地理位置很好哦，市中心鼓楼片区，天津卫的发源地，距离天津市的旅游景点古文化街、天津之眼摩天轮、南市食品街、海河景观、步行或骑共享单车就可以到，让您轻松享受休闲假期.
距离地铁二号线（东南角)站步行不到十分钟，可直达天津东站、滨海国际机场，与一号线换乘三站即可到达天津西站，小区附近有多个公交站，方便您到达天津市各大商场、旅游景点。
小区都是电梯刷卡，密码锁入户，保证您的安全。房子内的装修、摆件也都是房东自己精心设计、挑选，为您打造一个舒适、温馨的家居氛围，并且在家中即可观赏摩天轮夜景，让您的天津之旅更添精彩。
卫生都是专业保洁阿姨打扫，只为了给来旅游的客人一个干净舒适温馨的居住体验
周边配套新世界百货，家乐福，九策城市广场，仁恒置地广场，地利生鲜。距离地铁二号线（东南角)站步行不到十分钟，可直达天津东站、滨海国际机场，与一号线换乘三站即可到达天津西站，小区附近有多个公交站，方便您到达天津市各大商场、旅游景点。
            ",100%,42 晚,普通公寓,2室1厅,整租,"双人床
沙发床",3张,5人,1,75平米,提供,天津-南开区-北城街与城厢东路交口金轩商业中心-金轩商业中心,天津,南开区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '电磁炉', '投影设备', '游戏机', '灭火器']",,,0,,198,,100.0%,100.0%,100.0%,11,4.5
临近宝坻中关村，宝坻四中，宝坻中专，区医院，附近有广济寺！免费停车,"
                小区是高层住宅楼，绿树成荫，环境优雅，是您理想的选择
            ",100%,24 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,58平米,提供,天津-宝坻区-宝坻区朝霞街道-状元城小区,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '灭火器']",临近中关村，宝坻四中，宝坻中专，区医院，广济寺,订单提交成功后，房东会给您发乘车导航,0,,159,,100.0%,100.0%,100.0%,3,5.0
临近宝坻潮白河风景区，温馨的一室大床房,"
                【位置】位于宝坻城南中心位置，小区叫“蝶恋新园”，与宝坻潮白河景区非常近。【房子格局】一室一厅一厨一卫，面积在58平米，一客一换请放心入住【入住办理】入住前获取钥匙密码。
            ",100%,22 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,58平米,提供,天津-宝坻区-宝坻宝平街道-蝶恋新园,天津,宝坻区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '燃气灶', '灭火器']",小区150米有体育广场，附近就是美食娱乐一条街，附近有大型购物广场，电影院，购物方便。,订单成功后，房东会发送导航位置,0,,158,,100.0%,100.0%,100.0%,3,5.0
