名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
【小鸟轻住】平层开间影音房，100寸大屏幕，楼下就是爱购商场，百荣市场,"
                - 高层大平层精装影院式公寓通风好，视野好，夜景好。

- 室内配备超高清投影仪，可观看网络电视，可观看上千部电影或综艺节目。

- 位于固安县繁华地段尚品IGo和宝德购物中心，附件有肯德基麦当劳，永辉，屈层氏，星巴克。

- 近65平ins北欧风公寓，室内配有冰箱，洗衣机，空调，以及电磁炉。

- 床品每客更换，清洁，每日都有专职阿姨打扫房间，保证卫生条件。此套影院式影音房精装公寓位于固安县繁华地段，紧邻固安尚品爱购城市生活购物中心，附近有星巴克，肯德基，永辉超市等，交通便利，距固安航站楼仅直线3公里，距北京野生动物园仅直线10公里，距牛驼温泉之乡仅20分钟车程。

  房间是65平米大平层，一厅一厨一卫，总可使用面积达到65平米，室内整体设计ins北欧风，格局宽敞舒适，客厅色调的搭配温馨舒适，冰箱空调洗衣机一应俱全，投影仪可播放上千部网络电影也可观看实时电视频道，是您旅游度假，商务出差等不二之选。
            ",100%,18 晚,小区住宅,1室1厅,整租,"双人床
沙发床",2张,2人,1,65平米,提供,廊坊-固安县-尚品馨界-尚品馨界,廊坊,固安县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '泳池', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '电磁炉', '投影设备', '音响设备', '灭火器']",由于此房源靠近固安县尚品IGo和宝德购物中心这两座大型商场，周边好吃的真的不要太多，交通又十分的便利，无论是去大兴机场，还是北京野生动物园，又或者万达影院都非常的方便，是真真切切值得选择的好位置。,,0,,158,,100.0%,100.0%,80.0%,10,4.87
大拇指广场郎峰公寓A座粉红梦幻主题房 投影房 免费停车,"
                粉色梦幻主题，房间内大屏投影，卫生干净整洁
            ",100%,16 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,55平米,提供,廊坊-安次区-南龙道-大拇指广场郎峰公寓A座,廊坊,安次区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '灭火器']",,南龙道永辉超市东50米,0,,130,,100.0%,100.0%,100.0%,3,5.0
福成尚街时代广场，楼下就是国际商贸城，便利店，饭店应有尽有,"
                房屋是日式风格，简约明快，有大大的落地窗，纯棉舒适的床品，也可做饭
            ",100%,16 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,廊坊-三河市-燕昌路-尚街时代广场,廊坊,三河市,"['淋浴', '暖气', '全天热水', '厨房', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '有窗户', '落地窗', '茶几', '空气净化器', '洗浴用品', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",,,0,,131,,100.0%,100.0%,80.0%,1,5.0
尚书?客栈─书香旅途！紧邻丹凤公园、市政府、爱德堡医院，近大兴机场，汇景轩密码锁,"
                简约现代风格，公园附近的书香客栈，上百本畅销书籍供您阅览！
            ",100%,18 晚,酒店式公寓,1室0厅,整租,榻榻米,1张,2人,1,30平米,提供,廊坊-广阳区-艺术大道-汇景轩,廊坊,广阳区,"['无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '灭火器']",,,0,,87,,100.0%,100.0%,80.0%,1,5.0
Harrison民宿弘阳广场/网红欧美哈里森高端时尚复式LOFT主题民宿/近大学/弘阳广场/高速,"
                 1
            ",100%,32 晚,其它,1室1厅,整租,双人床,1张,2人,1,39平米,提供,廊坊-三河市-燕顺路与化工大街交叉口-燕郊弘阳广场,廊坊,三河市,"['无线WIFI', '电视', '淋浴', '暖气', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '被子', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '投影设备', '灭火器']",,,0,,220,,100.0%,100.0%,100.0%,8,5.0
Harrison民宿弘阳广场/网红北欧哈里森高端时尚复式LOFT主题民宿/近大学/弘阳广场/高速,"
                 Harrison民宿弘阳广场/网红北欧哈里森高端时尚复式LOFT主题民宿/近大学/弘阳广场/高速
            ",100%,48 晚,其它,1室1厅,整租,双人床,1张,2人,1,39平米,提供,廊坊-三河市-燕郊经济开发区燕顺路弘阳广场，东方广场-弘阳广场，东方广场,廊坊,三河市,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '投影设备', '音响设备', '灭火器']",,,0,,240,,100.0%,100.0%,100.0%,8,5.0
【芳秋】 近邻大兴国际机场/北京野生动物园轻奢风两居,"
                 发
            ",100%,16 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,85平米,提供,廊坊-固安县-平安街-唐顿庄园,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待外宾', '被子', '新风系统', '有窗户', '沙发', '茶几', '加湿器', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '灭火器', '观景露台']",,,0,,249,,100.0%,100.0%,93.9%,19,4.989
［绮梦］北京野生动物园附近！大广高速，大兴机场，大湖公园,"
                房源空气质量有保障，清新舒适随时享，配备智能门锁，给您轻松又安全的入住体验，小区24h安全保障，无需担忧轻松入住，提供大屏影音设备，入住即时享，有电梯/低层无电梯，免爬楼之苦，养足精力开启旅途，可做饭，在外也可以品尝家的味道，提供电熨斗/挂烫机，衣着有质感，旅行无负担，提供电热水壶，热水、速食、泡脚一壶全包，有冰箱，美食放心购，全天保鲜无休，
            ",100%,16 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,80平米,提供,廊坊-固安县-凯旋路-孔雀城剑桥郡10期凡尔赛花园,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾', '被子', '新风系统', '落地窗', '沙发', '茶几', '挂烫机', '洗浴用品', '牙具', '燃气灶', '投影设备', '灭火器']",周边超市，餐饮，公园,,0,,264,,100.0%,100.0%,93.9%,19,4.989
【弥生】近大兴机场/高铁站/野生动物园/麻将娱乐房,"
                我家是一居室，不仅有独立卫生间和厨房，还有一间娱乐房，功能完整满足所有日常生活需求，可住2人。

【娱乐房×麻将桌】家里专门设置了娱乐房，配备麻将桌，出门在外也能约上朋友一起搓麻啦

【厨房×全套烹饪用具】厨房里提供炒锅、电饭煲、和齐全碟碗餐具等烹饪用具，偶尔吃厌了餐馆美食也可以选择亲手制作一顿美味家常菜

【静谧私卧×精选纯棉床品】伴着轻柔乐曲，云朵般柔和质感的纯棉床品让你在旅途中也能一秒入眠～

【专业保洁×一客一扫】每次退房我都会请专业保洁阿姨来全套大扫除，床单被罩一定会更换并消毒!空气很温柔,房间很干净~

?民宿设施:
-家居：电视、高速Wi-Fi、小米空气净化器、暖气、空调、大壁柜、居家拖鞋、雨伞、智能门锁、灭火器、烟雾报警器
-厨房: 电磁炉、热水壶、冰箱、电饭煲、烹饪锅具、汤勺碗筷、案板刀具、洗涤剂
-卫生间: 洗衣机、洗衣粉(液)、电热水器、暖气、24小时淋浴、高端毛巾、浴巾、浴室拖鞋、一次性牙具、洗手液、衣架、吹风机、洗发水、沐浴露

?自助入住
我家可以自助入住,随时到都可以哒~
正常入住时间:15点后 | 退房时间为:12点前（如需提前入住，提前联系我，视当天情况而定）

我也会为你
提供【最地道**鲜的帝都生活出行指南！】
带你去体验不太一般的当地活动或鲜有人知的城市秘境
认识更多个性有趣的当地朋友
            ",100%,18 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,68平米,提供,廊坊-固安县-唐顿庄园,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '被子', '新风系统', '有窗户', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '麻将机', '灭火器']","1）附近美食：京南家宴 重庆德庄火锅 鱼鼎楼 咖啡之翼西餐厅 以及精品快餐店 24小时便利店
2）附近商厦：聚宝隆购物中心 宝德购物中心
3）附近景区：刘凌沧郭慕熙艺术馆 永定河自行车公园冰雪乐园 牛驼温泉孔雀城 固安孔雀城大湖公园 野生动物园
5）附近医院：普祥医院
6）附近学校：固安一中 固安线县第一小学 河北固安英才中学 河北省固安县第二中学 郦湖小学 北京经济管理职业学院1)最近公交：500米步行至固安7号线公交【唐顿庄园】
2)火车站：【固安火车站】打车11分钟
1）附近美食：京南家宴 重庆德庄火锅 鱼鼎楼 咖啡之翼西餐厅 以及精品快餐店 24小时便利店
2）附近商厦：聚宝隆购物中心 宝德购物中心
3）附近景区：刘凌沧郭慕熙艺术馆 永定河自行车公园冰雪乐园 牛驼温泉孔雀城 固安孔雀城大湖公园 野生动物园
5）附近医院：普祥医院
6）附近学校：固安一中 固安线县第一小学 河北固安英才中学 河北省固安县第二中学 郦湖小学 北京经济管理职业学院
1）附近美食：京南家宴 重庆德庄火锅 鱼鼎楼 咖啡之翼西餐厅 以及精品快餐店 24小时便利店
2）附近商厦：聚宝隆购物中心 宝德购物中心
3）附近景区：刘凌沧郭慕熙艺术馆 永定河自行车公园冰雪乐园 牛驼温泉孔雀城 固安孔雀城大湖公园 野生动物园
5）附近医院：普祥医院
6）附近学校：固安一中 固安线县第一小学 河北固安英才中学 河北省固安县第二中学 郦湖小学 北京经济管理职业学院
1）附近美食：京南家宴 重庆德庄火锅 鱼鼎楼 咖啡之翼西餐厅 以及精品快餐店 24小时便利店
2）附近商厦：聚宝隆购物中心 宝德购物中心
3）附近景区：刘凌沧郭慕熙艺术馆 永定河自行车公园冰雪乐园 牛驼温泉孔雀城 固安孔雀城大湖公园 野生动物园
5）附近医院：普祥医院
6）附近学校：固安一中 固安线县第一小学 河北固安英才中学 河北省固安县第二中学 郦湖小学 北京经济管理职业学院
1）附近美食：京南家宴 重庆德庄火锅 鱼鼎楼 咖啡之翼西餐厅 以及精品快餐店 24小时便利店
2）附近商厦：聚宝隆购物中心 宝德购物中心
3）附近景区：刘凌沧郭慕熙艺术馆 永定河自行车公园冰雪乐园 牛驼温泉孔雀城 固安孔雀城大湖公园 野生动物园
5）附近医院：普祥医院
6）附近学校：固安一中 固安线县第一小学 河北固安英才中学 河北省固安县第二中学 郦湖小学 北京经济管理职业学院",,0,,270,,100.0%,100.0%,93.9%,19,4.989
欣欣民宿，好停车，安全安静舒适！,"
                欣欣民宿，好停车，安全安静舒适！
            ",100%,18 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,91平米,提供,廊坊-霸州市-金康西道-金康雅居1期,廊坊,霸州市,"['无线WIFI', '电视', '淋浴', '全天热水', '毛巾', '拖鞋', '电梯', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾', '被子', '有窗户', '牙具']",,,0,,198,,100.0%,100.0%,80.0%,4,5.0
整套大宅Loft复式,"
                 1
            ",100%,18 晚,其它,3室1厅,整租,"双人床
双人床
双人床",3张,6人,1,105平米,提供,廊坊-霸州市-裕华西道-漫香郡,廊坊,霸州市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",,,0,,268,,100.0%,100.0%,80.0%,4,5.0
霸州牤牛河公园,"
                 1
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,70平米,提供,廊坊-霸州市-河东胡同-河畔新城-东门,廊坊,霸州市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",,,0,,178,,100.0%,100.0%,80.0%,4,5.0
彼岸馨馨民宿东方大学城北欧ins风带阳台三室可做饭双大床带沙发床自助密码锁,"
                新楼新式装修，高品质，小区绿化出色，环境优美，室内全面采用智能家电，人性化的家居设计，温馨舒适。厨具微波炉冰箱齐全（考虑到安全和卫生问题不提供菜刀，菜板，调料，餐具，楼下就有大超市，可自行购买），提供全自动洗衣机，指纹密码锁，全智能马桶和升降衣架。配有书房以及贵妃榻，可学习或工作。适合居住休闲度假聚会以及拍摄等。有专业保洁服务，敬请放心！
            ",100%,36 晚,小区住宅,3室1厅,整租,"双人床
榻榻米
圆床",3张,5人,1,88平米,提供,廊坊-广阳区-荣盛阿尔卡迪亚廊坊·花语城,廊坊,广阳区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '智能门锁', '允许抽烟', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '空气净化器', '洗浴用品', '香皂', '调料', '洗涤用品', '燃气灶', '微波炉', '投影设备', '花园', '观景露台']",房间位于廊坊市开发区东方大学城附近，装修品质较高，绿化出色，环境极其优美。东南角有小吃街，美食街，大型超市和菜市场。,房间位于廊坊市开发区东方大学城附近，东南角有小吃街，美食街，大型超市和菜市场。小区门口有805路公交车直达北京国贸，距离高铁站有半个小时的车程，紧邻京沪高速的出口，和北京采育接壤。,0,,270,,100.0%,100.0%,80.0%,1,5.0
狮子城，高铁站附近，落地窗，万达广场,"
                位于银河南路狮子城，高铁站附近，落地窗面积45平米，独立卫生位于高铁附近，落地窗，能洗澡，独立卫生间
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,45平米,提供,廊坊-安次区-银河南路-银河嘉苑2区,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '智能门锁', '允许抽烟', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具']",,,1, 很干净很整洁 房东人很好屋里的灯很好看,125,5.0,100.0%,100.0%,100.0%,4,5.0
【沐恋】狮子城/落地窗/主题吧台/情侣/衣帽间/万达/廊坊站,"
                小屋位于银河南路狮子城，下面就是夜市，特别热闹，也有西餐厅，很适合情侣约会，楼下就有电影院和KTV。房间新现代装修，很适合拍照，夜景非常好看小屋位于银河南路狮子城，下面就是夜市，特别热闹，也有西餐厅，很适合情侣约会，楼下就有电影院和KTV。房间新现代装修，很适合拍照，夜景非常好看
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,52平米,提供,廊坊-安次区-银河南路-狮子城,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '泳池', '新风系统', '有窗户', '落地窗', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '桌面游戏', '灭火器', '观景露台']",小屋位于银河南路狮子城，下面就是夜市，特别热闹，也有西餐厅，很适合情侣约会，楼下就有电影院和KTV。房间新现代装修，很适合拍照，夜景非常好看,,0,,188,,100.0%,100.0%,100.0%,4,5.0
[慕橙]狮子城温馨大床房/高铁站/万达/落地窗,"
                房间位于狮子城，楼下就有夜市，KTV，电影院，电玩城，各种小吃，特色小吃，地理位置优越，交通方便，有停车场，自助入住，，房间秉承一客一换，卫生保证干净！房间位于狮子城，楼下就有夜市，KTV，电影院，电玩城，各种小吃，特色小吃，地理位置优越，交通方便，有停车场，自助入住，，房间秉承一客一换，卫生保证干净！
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,58平米,提供,廊坊-安次区-银河南路-K2狮子城2期北区,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '桌面游戏', '灭火器', '观景露台']",房间位于狮子城，楼下就有夜市，KTV，电影院，电玩城，各种小吃，特色小吃，地理位置优越，交通方便，有停车场，自助入住，房间秉承一客一换，卫生保证干净！,,0,,125,,100.0%,100.0%,100.0%,4,5.0
现代风格,"
                落地窗，高铁站附近，交通方便，楼下有夜市，小吃街
            ",100%,18 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,45平米,提供,廊坊-安次区-银河南路-狮子城,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '热水壶', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几']",,,0,,130,,100.0%,100.0%,100.0%,4,5.0
[湖居半隐管家民宿]孔雀城大湖别墅 京南度假胜地 团建 轰趴 聚会 近野生动物园 大兴机场 科德学院,"
                 标准入住15人，不可加人
            ",100%,16 晚,独栋别墅,5室1厅,整租,"双人床
双人床
双人床
单人床
榻榻米",6张,15人,4,600平米,提供,廊坊-固安县-环湖路-孔雀城大湖天玺,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '加湿器', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,2199,,100.0%,100.0%,80.0%,8,5.0
[湖居半隐管家民宿]孔雀城大湖别墅（幽隐） 独立卫浴单间 近野生动物园 大兴机场 科德学院别墅别墅别,"
                 1
            ",100%,16 晚,独栋别墅,5室1厅,单间,双人床,1张,2人,1,30平米,提供,廊坊-固安县-环湖路-孔雀城大湖天玺,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '浴缸', '新风系统', '落地窗', '沙发', '茶几', '净水机', '加湿器', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,339,,100.0%,100.0%,80.0%,8,5.0
[湖居半隐管家民宿]孔雀城大湖别墅（遁隐）双床房独立卫浴 近野生动物园 大兴机场 科德学院别墅别墅别,"
                 1
            ",100%,16 晚,独栋别墅,5室1厅,单间,单人床,2张,2人,1,35平米,提供,廊坊-固安县-环湖路-孔雀城大湖天玺,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '香皂', '灭火器', '观景露台']",,,0,,369,,100.0%,100.0%,80.0%,8,5.0
[湖居半隐管家民宿]孔雀城大湖别墅（安隐） 独立卫浴单间 近野生动物园 大兴机场 科德学院别墅别墅别,"
                 1
            ",100%,16 晚,独栋别墅,5室1厅,单间,双人床,1张,2人,1,30平米,提供,廊坊-固安县-环湖路-孔雀城大湖天玺,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '浴缸', '新风系统', '落地窗', '沙发', '茶几', '净水机', '加湿器', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,319,,100.0%,100.0%,80.0%,8,5.0
[湖居半隐管家民宿]孔雀城大湖别墅 （逸隐 ）独立卫浴单间 近野生动物园 大兴机场 科德学院,"
                 1
            ",100%,16 晚,独栋别墅,5室1厅,单间,双人床,1张,2人,1,30平米,提供,廊坊-固安县-环湖路-孔雀城大湖天玺,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '浴缸', '新风系统', '落地窗', '沙发', '茶几', '净水机', '加湿器', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '麻将机', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,399,,100.0%,100.0%,80.0%,8,5.0
[湖居半隐管家民宿 ]孔雀城大湖法式豪宅 湖景高层大三居 京南度假胜地 近动物园 大兴机场 科德学院,"
                 1
            ",100%,16 晚,普通公寓,3室1厅,整租,"双人床
双人床
双人床",3张,6人,3,183平米,提供,廊坊-固安县-环湖路-孔雀城大湖天悦,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '灭火器', '花园']",,,0,,799,,100.0%,100.0%,80.0%,8,5.0
[湖居半隐管家民宿 ]孔雀城大湖法式豪宅 湖景大三居 京南度假胜地 近野生动物园 大兴机场 科德学院,"
                 1
            ",100%,16 晚,普通公寓,3室1厅,整租,"双人床
双人床
儿童双层床",3张,6人,3,183平米,提供,廊坊-固安县-环湖路-孔雀城大湖天悦,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '浴缸', '新风系统', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '洗浴用品', '牙具', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '微波炉', '灭火器', '观景露台']",,,0,,799,,100.0%,100.0%,80.0%,8,5.0
近霸州一中精品电动床一居室,"
                装修时尚，霸州一中很近，106国道附近。交通方便
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,80平米,提供,廊坊-霸州市-裕华西道-漫香郡小区,廊坊,霸州市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器']",,,0,,198,,100.0%,100.0%,80.0%,4,5.0
[湖居半隐管家民宿 ]孔雀城大湖法式豪宅 园景两居 京南度假胜地 近野生动物园 大兴机场 科德学院,"
                 1
            ",100%,18 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,2,163平米,提供,廊坊-固安县-大湖天悦-天悦,廊坊,固安县,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '浴缸', '新风系统', '落地窗', '沙发', '茶几', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '微波炉', '灭火器']",,,0,,599,,100.0%,100.0%,80.0%,8,5.0
